x,y,age,sex,prior_visit,behavior_type,group_number,group_type,group_leader,initial_energy,ID,role,exit,prompt,table,party,turned back x,turned back y,starting room,ids employees y/n,employee location x1,employee location y1,took,note
315,331.5,,,FALSE,,,,,100,b? [cut off],patron,C,,,,,,cabaret room,,,,,
247,242,,,FALSE,,,,,100,g74,patron,S,,,,,,cabaret room,,,,,
250,233,,,FALSE,,91,4,,100,g77,patron,GC,,,,,,cabaret room,,,,,
263,286,,,FALSE,,91,4,,100,g78,patron,GC,,,,,,cabaret room,,,,,
275,308,,,FALSE,,,,,100,g85,patron,C,,,,,,cabaret room,,,,,
257,257,,,FALSE,,112,4,,100,h90,patron,GC,,,,,,cabaret room,,,,,
250,269,,,FALSE,,112,4,,100,h91,patron,GC,,,,,,cabaret room,,,,,
269,199,,,FALSE,,113,4,,100,h93,patron,GC,,,,,,cabaret room,,,,,
255,267,,,FALSE,,113,4,,100,h94,patron,GC,,,,,,cabaret room,,,,,
263,233,,,FALSE,,,,,100,h95,patron,S,,,,306.5,292.5,cabaret room,,,,,
275,272,,,FALSE,,94,4,,100,h97,patron,S,,,,,,cabaret room,,,,,
252,201,,,FALSE,,94,4,,100,g86,patron,S,,,,,,cabaret room,,,,,
279,241,,,FALSE,,,,,100,h99,patron,S,,,,,,cabaret room,,,,,
272,264,,,TRUE,,95,4,,100,h102,tipped staff,S,,,,,,cabaret room,,,,,
254,230,,,TRUE,,95,4,,100,h103,tipped staff,S,,,,,,cabaret room,,,,,
281,283,,,TRUE,,98,4,,100,h112,tipped staff,S,,,,246.5,255.5,cabaret room,,,,,
275,291,,,TRUE,,98,4,,100,h112-a,tipped staff,S,,,,246.5,255.5,cabaret room,,,,,
277,236,,,TRUE,,,,,100,h116,tipped staff,S,,,,,,cabaret room,,,,,
268,244,,,TRUE,,99,4,,100,h117,tipped staff,GC,,,,,,cabaret room,,,,,
251,278,,,TRUE,,99,4,,100,h118,tipped staff,GC,,,,,,cabaret room,,,,,
260,264,,,TRUE,,100,4,,100,h121,non-tipped,S,,,,,,cabaret room,,,,,
259,241,,,TRUE,,100,4,,100,h122,non-tipped,S,,,,,,cabaret room,,,,,
258,306,,,TRUE,,102,4,,100,h129,non-tipped,GC,,,,,,cabaret room,,,,,
248,198,,,TRUE,,102,4,,100,h130,non-tipped,GC,,,,,,cabaret room,,,,,
249,252,,,TRUE,,,,,100,h131,non-tipped,S,,,,234,279,cabaret room,,,,,
257,204,,,TRUE,,,,,100,h142,non-tipped,C,,,,,,cabaret room,,,,,
257,283,,,TRUE,,106,4,,100,h145,non-tipped,C,,,,,,cabaret room,,,,,
255,285,,,TRUE,,106,4,,100,h146,non-tipped,C,,,,,,cabaret room,,,,,
277,263,,,TRUE,,107,4,,100,h147,non-tipped,S,,,,,,cabaret room,,,,,
272,307,,,TRUE,,107,4,,100,h148,non-tipped,S,,,,,,cabaret room,,,,,
276,220,,,TRUE,,110,4,,100,h163,tipped staff,C,,,,,,cabaret room,,,,,
273,227,,,TRUE,,110,4,,100,h164,tipped staff,C,,,,,,cabaret room,,,,,
260,232,,,FALSE,,,,,100,i4,patron,S,,,,,,cabaret room,,,,,
249,291,,,FALSE,,114,4,,100,i5,patron,C,,,,,,cabaret room,,,,,
265,297,,,FALSE,,114,4,,100,i6,patron,C,,,,,,cabaret room,,,,,
252,282,,,FALSE,,,,,100,j24,patron,,,,,-40,504,cabaret room,,,,,
272,226,,,FALSE,,,,,100,j47,patron,C,,,,,,cabaret room,,,,,
296,343.5,,,FALSE,,,,,100,r38,patron,C,,,,,,cabaret room,,,,,
255,296,,,FALSE,,119,4,,100,k39,patron,GC,,,,,,cabaret room,,,,,
255,302,,,FALSE,,119,4,,100,k40,patron,GC,,,,,,cabaret room,,,,,
275,291,,,FALSE,,,,,100,k49,patron,C,,,,,,cabaret room,,,,,
279,313,,,FALSE,,122,4,,100,k50,patron,C,,,,,,cabaret room,,,,,
257,255,,,FALSE,,122,4,,100,k51,patron,C,,,,,,cabaret room,,,,,
282,271,,,FALSE,,,,,100,k53,patron,C,,,,,,cabaret room,,,,,
252,202,,,FALSE,,123,4,,100,k56,patron,C,,,,,,cabaret room,,,,,
268,204,,,FALSE,,123,4,,100,k57,patron,C,,,,,,cabaret room,,,,,
256,246,,,FALSE,,34,2,,100,k61,patron,GC,,,,,,cabaret room,,,,,
257,295,,,FALSE,,34,2,,100,k62,patron,GC,,,,,,cabaret room,,,,,
250,247,,,FALSE,,34,2,,100,k63,patron,GC,,,,,,cabaret room,,,,,
273,312,,,FALSE,,34,2,,100,b85,patron,GC,,,,,,cabaret room,,,,,
272,283,,,TRUE,,,,,100,k78,non-tipped,C,,,,,,cabaret room,,,,,
245,304,,,TRUE,,,,,100,k79,non-tipped,C,,,,,,cabaret room,,,,,
283,312,,,FALSE,,129,4,,100,l27,patron,C,,,,,,cabaret room,,,,,
256,292,,,FALSE,,129,4,,100,l28,patron,C,,,,,,cabaret room,,,,,
278,217,,,FALSE,,131,4,,100,l33,patron,S,,,,,,cabaret room,,,,,
278,322,,,FALSE,,131,4,,100,l34,patron,S,,,,,,cabaret room,,,,,
259,204,,,FALSE,,132,4,,100,l35,patron,,,,,-40,504,cabaret room,,,,,
260,252,,,FALSE,,132,4,,100,l36,patron,,,,,-40,504,cabaret room,,,,,
260,308,,,FALSE,,133,3,,100,l37,patron,C,,,,,,cabaret room,,,,,
283,219,,,FALSE,,133,3,,100,n74,patron,C,,,,,,cabaret room,,,,,
263,305,,,TRUE,,134,4,,100,l4? [cut off],non-tipped,S,,,,,,cabaret room,,,,,
280,196,,,FALSE,,136,4,,100,l50,patron,C,,,,,,cabaret room,,,,,
274,319,,,FALSE,,,,,100,l54,patron,S,,,,240,246.5,cabaret room,,,,,
265,319,,,FALSE,,138,4,,100,l66,patron,S,,,,237.5,264.5,cabaret room,,,,,
274,260,,,FALSE,,138,4,,100,l67,patron,S,,,,237.5,264.5,cabaret room,,,,,
248,216,,,FALSE,,141,4,,100,l77? [cut off],patron,C,,,,,,cabaret room,,,,,
262,220,,,FALSE,,141,4,,100,l78,patron,C,,,,,,cabaret room,,,,,
246,204,,,FALSE,,,,,100,l83,patron,C,,,,,,cabaret room,,,,,
256,240,,,FALSE,,,,,100,l84,patron,C,,,,,,cabaret room,,,,,
255,315,,,FALSE,,145,4,,100,l94,patron,C,,,,,,cabaret room,,,,,
265,225,,,FALSE,,145,4,,100,l94-a,patron,C,,,,,,cabaret room,,,,,
261,233,,female,TRUE,,,,,100,m37,tipped staff,GC,,,,,,cabaret room,,,,,
273,233,,,TRUE,,159,4,,100,m43,tipped staff,S,,,,,,cabaret room,,,,,
255,279,,,TRUE,,159,4,,100,m44,tipped staff,S,,,,,,cabaret room,,,,,
249,297,,,TRUE,,,,,100,m45,tipped staff,C,,,,,,cabaret room,,,,,
263,312,,,FALSE,,162,4,,100,m59? [cut off],patron,S,,,,,,cabaret room,,,,,
263,248,,,FALSE,,162,4,,100,m60,patron,S,,,,,,cabaret room,,,,,
255,230,,,FALSE,,164,4,,100,m68,patron,C,,,,,,cabaret room,,,,,
253,275,,,FALSE,,166,4,,100,m83,patron,C,,,,,,cabaret room,,,,,
281,212,,,FALSE,,166,4,,100,m84,patron,C,,,,,,cabaret room,,,,,
269,265,,,FALSE,,167,4,,100,m85,patron,S,,,,,,cabaret room,,,,,
268,244,,,FALSE,,167,4,,100,m86,patron,S,,,,,,cabaret room,,,,,
254,205,,,FALSE,,168,4,,100,m90,patron,S,,,,235.5,264,cabaret room,,,,,
282,211,,,FALSE,,168,4,,100,m91,patron,S,,,,235.5,264,cabaret room,,,,,
277,231,,,FALSE,,149,4,,100,m99,patron,S,,,,,,cabaret room,,,,,
260,207,,,TRUE,,149,4,,100,m100,tipped staff,S,,,,,,cabaret room,,,,,
271,271,,,FALSE,,147,4,,100,m1? [cut off],patron,C,,,,,,cabaret room,,,,,
264,287,,female,FALSE,,147,4,,100,m11,patron,S,,,,,,cabaret room,,,,,
269,230,,male,FALSE,,151,4,,100,m117,patron,C,,,,,,cabaret room,,,,,
280,221,,,FALSE,,151,4,,100,m117-a,patron,C,,,,,,cabaret room,,,,,
304,245,,,FALSE,,,,,100,m121,patron,S,,,,,,on stage,,,,,
281,306,,,FALSE,,,,,100,m127,patron,C,,,,,,cabaret room,,,,,
272,253,,,FALSE,,153,4,,100,m128,patron,GC,,,,,,cabaret room,,,,,
281,248,,,FALSE,,153,4,,100,m129,patron,GC,,,,,,cabaret room,,,,,
265,214,,,FALSE,,,,,100,m134,patron,C,,,,,,cabaret room,,,,,
279,274,,,FALSE,,154,4,,100,m138,patron,C,,,,,,cabaret room,,,,,
270,316,,,FALSE,,154,4,,100,m139,patron,C,,,,,,cabaret room,,,,,
258,280,,,FALSE,,,,,100,n57,patron,C,,,,,,cabaret room,,,,,
273,234,,,FALSE,,171,4,,100,n60,patron,C,,,,,,cabaret room,,,,,
278,278,,,FALSE,,171,4,,100,n61,patron,C,,,,,,cabaret room,,,,,
249,223,,,FALSE,,172,4,,100,n64,patron,GC,,,,,,cabaret room,,,,,
276,295,,,FALSE,,172,4,,100,n65,patron,GC,,,,,,cabaret room,,,,,
276,296,,female,FALSE,,53,4,,100,d22,patron,S,,,,,,cabaret room,,,,,
261,233,,female,FALSE,,53,4,,100,d23,patron,K,,,,,,cabaret room,,,,,
270,260,,,TRUE,,,,,100,d53,non-tipped,GC,,,,,,cabaret room,,,,,
273,273,,,FALSE,,176,4,,100,p23,patron,C,,,,,,cabaret room,,,,,
283,313,,,FALSE,,176,4,,100,p24,patron,C,,,,,,cabaret room,,,,,
274,206,,,FALSE,,,,,100,p25,patron,C,,,,,,cabaret room,,,,,
269,286,,,FALSE,,177,4,,100,p26,patron,C,,,,,,cabaret room,,,,,
261,316,,,FALSE,,177,4,,100,p27,patron,C,,,,,,cabaret room,,,,,
266,211,,,FALSE,,,,,100,p28,patron,C,,,,,,cabaret room,,,,,
272,201,,,FALSE,,,,,100,p29,patron,GC,,,,,,cabaret room,,,,,
246,290,,,FALSE,,178,4,,100,p33,patron,S,,,,,,cabaret room,,,,,
266,205,,,FALSE,,178,4,,100,p34,patron,S,,,,,,cabaret room,,,,,
266,267,,,FALSE,,179,4,,100,p35,patron,S,,,,,,cabaret room,,,,,
270,270,,,FALSE,,179,4,,100,p36,patron,S,,,,,,cabaret room,,,,,
268,299,,,FALSE,,180,4,,100,p37,patron,C,,,,,,cabaret room,,,,,
256,214,,,FALSE,,180,4,,100,p38,patron,C,,,,,,cabaret room,,,,,
260,199,,,TRUE,,182,4,,100,p46,non-tipped,GC,,,,,,cabaret room,,,,,
257,254,,,TRUE,,182,4,,100,p47,non-tipped,GC,,,,,,cabaret room,,,,,
276,197,,,FALSE,,184,4,,100,p62,patron,GC,,,,,,cabaret room,,,,,
261,240,,,FALSE,,184,4,,100,p63,patron,GC,,,,,,cabaret room,,,,,
261,313,,,FALSE,,185,4,,100,p64,patron,GC,,,,,,cabaret room,,,,,
281,266,,,FALSE,,185,4,,100,p65,patron,GC,,,,,,cabaret room,,,,,
252,295,,,FALSE,,186,4,,100,q5,patron,S,,,,,,cabaret room,,,,,
283,265,,,FALSE,,186,4,,100,q5-a,patron,S,,,,,,cabaret room,,,,,
277,197,,,FALSE,,193,4,,100,r41,patron,C,,,,,,cabaret room,,,,,
257,202,,,FALSE,,193,4,,100,r42,patron,C,,,,,,cabaret room,,,,,
257,274,,male,FALSE,,192,4,,100,r31,patron,M,told,,,,,cabaret room,,,,,
267,257,,female,FALSE,,192,4,,100,r32,patron,M,told,,,,,cabaret room,,,,,
245,266,,,TRUE,,197,4,,100,r57? [cut off],tipped staff,S,,,,246.5,244.5,cabaret room,,,,,
245,261,,,TRUE,,197,4,,100,r118,tipped staff,S,,,,246.5,244.5,cabaret room,,,,,
263,222,,,TRUE,,,,,100,r67,tipped staff,,,,,-40,504,cabaret room,,,,,
261,297,,,FALSE,,200,4,,100,r74,patron,C,,,,,,cabaret room,,,,,
251,233,,,FALSE,,200,4,,100,r75,patron,C,,,,,,cabaret room,,,,,
256,285,,,FALSE,,188,4,,100,r107,patron,S,,,,248,255.5,cabaret room,,,,,
269,223,,,FALSE,,188,4,,100,r108,patron,S,,,,248,255.5,cabaret room,,,,,
246,323,,,TRUE,,190,4,,100,r111,tipped staff,S,,,,,,cabaret room,,,,,
280,217,,,TRUE,,190,4,,100,r112,tipped staff,S,,,,,,cabaret room,,,,,
267,240,,female,FALSE,,dayton aaa,2,,100,r119,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
279,286,,,FALSE,,204,4,,100,s110,patron,C,,,,,,cabaret room,,,,,
283,318,,,FALSE,,204,4,,100,s111? [cut off],patron,C,,,,,,cabaret room,,,,,
274,303,,,FALSE,,,,,100,s117,patron,C,,,,,,cabaret room,,,,,
278,296,,,FALSE,,206,4,,100,s119,patron,S,,,,,,cabaret room,,,,,
254,233,,,FALSE,,206,4,,100,s120,patron,S,,,,,,cabaret room,,,,,
262,247,,,FALSE,,207,4,,100,s123,patron,C,,,,,,cabaret room,,,,,
261,249,,,FALSE,,207,4,,100,s124,patron,C,,,,,,cabaret room,,,,,
256,236,,,FALSE,,,,,100,s155,patron,GC,,,,,,cabaret room,,,,,
262,260,,,FALSE,,213,4,,100,s166,patron,C,,,,,,cabaret room,,,,,
246,218,,,FALSE,,213,4,,100,s166-a,patron,C,,,,,,cabaret room,,,,,
268,215,,,TRUE,,,,,100,s140? [cut off],non-tipped,GC,,,,,,cabaret room,,,,,
263,262,,,FALSE,,215,4,,100,s186,patron,S,,,,,,cabaret room,,,,,
260,252,,,FALSE,,215,4,,100,s187,patron,S,,,,,,cabaret room,,,,,
270,277,,,FALSE,,216,4,,100,s202,patron,C,,,,,,cabaret room,,,,,
277,251,,,FALSE,,216,4,,100,s203,patron,C,,,,,,cabaret room,,,,,
281,278,,,FALSE,,217,4,,100,s206,patron,S,,,,,,cabaret room,,,,,
263,297,,,FALSE,,217,4,,100,s207,patron,S,,,,,,cabaret room,,,,,
257,290,,,FALSE,,218,4,,100,s208? [cut off],patron,C,,,,,,cabaret room,,,,,
249,305,,,FALSE,,218,4,,100,s209,patron,C,,,,,,cabaret room,,,,,
265,288,,,TRUE,,219,4,,100,s212,tipped staff,GC,,,,,,cabaret room,,,,,
253,304,,,TRUE,,219,4,,100,s213,tipped staff,GC,,,,,,cabaret room,,,,,
269,290,,,TRUE,,,,,100,s218,tipped staff,C,,,,,,cabaret room,,,,,
282,306,,,TRUE,,,,,100,s223,non-tipped,C,,,,,,cabaret room,,,,,
249,318,,,TRUE,,,,,100,s224,non-tipped,S,,,,,,cabaret room,,,,,
248,266,,,FALSE,,223,4,,100,s228,patron,C,,,,,,cabaret room,,,,,
272,254,,,FALSE,,223,4,,100,s229,patron,C,,,,,,cabaret room,,,,,
259,323,,,FALSE,,,,,100,s234,patron,S,,,,,,cabaret room,,,,,
253,307,,,TRUE,,224,4,,100,s241,tipped staff,C,,,,,,cabaret room,,,,,
262,270,,,TRUE,,224,4,,100,s242,tipped staff,C,,,,,,cabaret room,,,,,
283,230,,,FALSE,,227,4,,100,s248,patron,C,,,,,,cabaret room,,,,,
280,324,,,FALSE,,227,4,,100,s249,patron,C,,,,,,cabaret room,,,,,
249,290,,,TRUE,,227,4,,100,s250,tipped staff,C,,,,,,cabaret room,,,,,
255,211,,,TRUE,,227,4,,100,s251,tipped staff,C,,,,,,cabaret room,,,,,
293,266,,,FALSE,,,,,100,s253,patron,S,,,,,,on stage,,,,,
279,308,,,FALSE,,,,,100,t21,patron,,,,,-40,504,cabaret room,,,,,
274,249,,,FALSE,,,,,100,t34,patron,,,,,-40,504,cabaret room,,,,,
274,229,,,FALSE,,230,4,,100,t36,patron,,,,,-40,504,cabaret room,,,,,
274,247,,,FALSE,,230,4,,100,t36-a,patron,,,,,-40,504,cabaret room,,,,,
253,246,,,FALSE,,231,4,,100,t40,patron,C,,,,,,cabaret room,,,,,
274,267,,,FALSE,,231,4,,100,t41,patron,C,,,,,,cabaret room,,,,,
270,305,,,TRUE,,236,4,,100,v24,non-tipped,,,,,-40,504,cabaret room,,,,,
268,323,,,TRUE,,236,4,,100,v24-a,non-tipped,,,,,-40,504,cabaret room,,,,,
250,314,,,FALSE,,238,4,,100,w? [cut off],patron,GC,,,,,,cabaret room,,,,,
278,278,,,FALSE,,238,4,,100,w35,patron,GC,,,,,,cabaret room,,,,,
163,119,,,FALSE,,245,4,,100,w46,patron,S,,,,,,empire room,,,,,
271,262,,,FALSE,,245,4,,100,w47,patron,S,,,,,,cabaret room,,,,,
271,235.5,,,FALSE,,240,4,,100,w33,patron,GC,,,,,,cabaret room,,,,,
271,235.5,,,FALSE,,240,4,,100,w34,patron,GC,,,,,,cabaret room,,,,,
246,319,,,TRUE,,247,4,,100,w57,tipped staff,C,,,,,,cabaret room,,,,,
247,310,,,TRUE,,247,4,,100,w58,tipped staff,C,,,,,,cabaret room,,,,,
250,249,,,TRUE,,,,,100,w60,tipped staff,S,,,,,,cabaret room,,,,,
255,198,,,TRUE,,251,4,,100,w65,tipped staff,S,,,,,,cabaret room,,,,,
247,262,,,TRUE,,251,4,,100,w66,tipped staff,S,,,,,,cabaret room,,,,,
263,253,,,TRUE,,248,4,,100,w6? [cut off],tipped staff,GC,,,,,,cabaret room,,,,,
262,195,,,FALSE,,252,4,,100,w70,patron,GC,,,,,,cabaret room,,,,,
260,298,,,FALSE,,252,4,,100,w70-a,patron,GC,,,,,,cabaret room,,,,,
277,242,,,FALSE,,255,4,,100,w78,patron,S,,,,,,cabaret room,,,,,
271,270,,,FALSE,,255,4,,100,w79,patron,S,,,,,,cabaret room,,,,,
280,310,,,TRUE,,,,,100,w83,tipped staff,S,,,,,,cabaret room,,,,,
247,220,,,TRUE,,256,4,,100,w88,tipped staff,C,,,,,,cabaret room,,,,,
262,211,,,TRUE,,256,4,,100,w89,tipped staff,C,,,,,,cabaret room,,,,,
246,307,,,TRUE,,257,4,,100,w97,tipped staff,GC,,,,,,cabaret room,,,,,
266,268,,,TRUE,,257,4,,100,w98,tipped staff,GC,,,,,,cabaret room,,,,,
256,234,,,FALSE,,258,4,,100,z10? [cut off],patron,GC,,,,,,cabaret room,,,,,
272,260,,,FALSE,,258,4,,100,z11,patron,GC,,,,,,cabaret room,,,,,
267,249,,,FALSE,,,,,100,z14,patron,GC,,,,,,cabaret room,,,,,
279,258,,,FALSE,,,,,100,g8? [cut off],patron,S,,,,,,cabaret room,,,,,
275,276,,,FALSE,,144,4,,100,l82,patron,,,,,-40,504,cabaret room,,,,,
282,208,,male,FALSE,,50,4,,100,d11,patron,M,saw smoke,,,,,cabaret room,,,,,
266,237,,female,FALSE,,50,4,,100,d12,patron,M,saw smoke,,,,,cabaret room,,,,,
270,297,,,FALSE,,,,,100,y15?,patron,C,,,,,,cabaret room,,,,,
273,232,,,FALSE,,,,,100,a49,patron,C,,,,,,cabaret room,,,,,
259,201,,,FALSE,,,,,100,f42,patron,C,,,,,,cabaret room,,,,,
260,241,,,FALSE,,111,4,,100,h71,patron,C,,,,,,cabaret room,,,,,
277,260,,,FALSE,,111,4,,100,h71-a,patron,C,,,,,,cabaret room,,,,,
276,204,,,FALSE,,105,4,,100,h139,patron,C,,,,,,cabaret room,,,,,
246,309,,,FALSE,,105,4,,100,h139-a,patron,C,,,,,,cabaret room,,,,,
252,302,,,FALSE,,143,4,,100,l80,patron,C,,,,,,cabaret room,,,,,
264,232,,,FALSE,,143,4,,100,l81,patron,C,,,,,,cabaret room,,,,,
255,308,,,FALSE,,,,,100,m67,patron,C,,,,,,cabaret room,,,,,
266,265,,,FALSE,,,,,100,m92,patron,C,,,,,,cabaret room,,,,,
266,237,,,FALSE,,155,4,,100,m142,patron,C,,,,,,cabaret room,,,,,
270,205,,,FALSE,,155,4,,100,m143,patron,C,,,,,,cabaret room,,,,,
258,271,,,FALSE,,232,4,,100,t45,patron,C,,,,,,cabaret room,,,,,
279,267,,,FALSE,,232,4,,100,t45-a,patron,C,,,,,,cabaret room,,,,,
269,274,,,FALSE,,,,,100,e19,patron,GC,,,,,,cabaret room,,,,,
252,245,,,FALSE,,,,,100,c30? [cut off],patron,,,,,-40,504,cabaret room,,,,,
265,245,,,FALSE,,,,,100,aaa?,patron,C,,,,,,cabaret room,,,,,
249,257,,female,FALSE,,dayton aaa,2,,100,c89,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
269,275,,female,FALSE,,,,,100,f37,patron,GC,,,,-40,504,cabaret room,,,,,
248,281,,female,FALSE,,dayton aaa,2,,100,m149,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
282,209,,,FALSE,,146,4,,100,m19? [cut off],patron,C,,,,,,cabaret room,,,,,
272,320,,male,FALSE,,dayton aaa,2,,100,l92,patron,,,dayton aaa table ,dayton aaa,237.5,282,cabaret room,,,,,
189,134,,,FALSE,,,,,100,257,patron,K,,,,,,empire room,,,,,
124,129,,female,FALSE,,,,,100,273,patron,K,,,,,,empire room,,,,,
159,130,,,FALSE,,,,,100,a00,patron,M,,,,,,empire room,,,,,
128,392,,male,FALSE,,,,,100,a26,patron,K,,,,,,Crystal Room 6,,,,,
104,238,,female,TRUE,,,,,100,a5,tipped staff,,,,,,,garden 4,,,,,
263,237,,female,FALSE,,,,,100,a6,patron,C,,,,,,cabaret room,,,,,
130,401,,female,FALSE,,,,,100,a8,patron,M,,,,,,Crystal Room 6,,,,,
267,308,,female,FALSE,,tristate road runners,2,,100,af12,patron,,,tristate road runners table 9,tristate,,,cabaret room,,,,,
283,322,,female,FALSE,,dayton aaa,2,,100,al,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
260,279,,female,FALSE,,dayton aaa,2,,100,alr,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
272,209,,female,FALSE,,dayton aaa,2,,100,am,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
275,229,,female,FALSE,,dayton aaa,2,,100,as,patron,d,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
272,256,,female,FALSE,,tristate road runners,2,,100,aw65,patron,,,tristate road runners table 7,tristate,,,cabaret room,,,,,
258,252,29,female,FALSE,,,,,100,b11,patron,C,,,,,,cabaret room,,,,,
190,400,,female,FALSE,,b112,4,,100,b112a,patron,M,,,,,,Crystal Room 4,,,,,
206,400,,female,FALSE,,b154,4,,100,b154a,patron,M,,,,,,Crystal Room 4,,,,,
277,123,,male,FALSE,,b162,4,,100,b162a,patron,K,,,,,,Viennese Room,,,,,
144,81,,male,TRUE,,,,,100,b17,tipped staff,,,,,,,Main bar,,,,,
260,308,,female,TRUE,,,,,100,b18,tipped staff,,,,,,,cabaret room,,,,,
277,249,,female,FALSE,,,,,100,b19a,patron,GC,,,,,,cabaret room,,,,,
265,268,,female,FALSE,,,,,100,b19,patron,S,,,,,,cabaret room,,,,,
177,123,,male,TRUE,,,,,100,b2,tipped staff,,,,,,,empire room,,,,,
79,177,,male,TRUE,,,,,100,b20,tipped staff,,,,,,,kitchen,,,,,
204,397,,female,FALSE,,b201,4,,100,b201a,patron,M,,,,,,Crystal Room 4,,,,,
245,208,,female,FALSE,,,,,100,b218,patron,C,,,,,,cabaret room,,,,,
76,53,,male,FALSE,,,,,100,b223a,patron,S,,,,,,main dining,,,,,
70,70,,male,FALSE,,,,,100,b223,patron,K,,,,,,main dining,,,,,
162,132,,male,FALSE,,,,,100,b244a,patron,M,,,,,,Foyer,,,,,
257,282,,male,TRUE,,,,,100,b27,tipped staff,,,,,,,cabaret room,,,,,
126,265,,female,TRUE,,,,,100,b28,tipped staff,,,,,,,garden rooms,,,,,
186,86,,male,TRUE,,,,,100,b29,tipped staff,,,,,,,Main bar,,,,,
302,254,,male,TRUE,,,,,100,b3,tipped staff,,,,,,,on stage,,,,,
180,202,,female,TRUE,,,,,100,b36,tipped staff,,,,,,,hall outside garden 2,,,,,
296,270,,male,TRUE,,,,,100,b37,contractor,,,,,,,on stage,,,,,
80,226,,male,TRUE,,,,,100,b39,tipped staff,,,,,,,kitchen,,,,,
221,59,,female,TRUE,,,,,100,b4?,tipped staff,S,,,,,,zebra room,,,,,
248,234,,female,FALSE,,,,,100,b40,patron,GC,,,,,,cabaret room,,,,,
204,400,,female,FALSE,,,,,100,b42,patron,K,,,,,,Crystal Room 4,,,,,
256,300,,male,FALSE,,,,,100,b43,patron,C,,,,,,cabaret room,,,,,
252,216,,female,FALSE,,,,,100,b44,patron,C,,,,,,cabaret room,,,,,
224,43,,male,TRUE,,,,,100,b45,tipped staff,S,,,,,,garden 2,,,,,
69,72,,male,FALSE,,,,,100,b48a,patron,S,,,,,,main dining,,,,,
86,55,,male,TRUE,,,,,100,b48,tipped staff,K,,,,,,main dining,,,,,
279,280,,female,FALSE,,,,,100,b49,patron,C,,,,,,cabaret room,,,,,
84,55,,female,TRUE,,,,,100,b5,tipped staff,,,,,,,main dining,,,,,
254,205,,female,FALSE,,,,,100,b51,patron,C,,,,,,cabaret room,,,,,
141,136,,male,FALSE,,,,,100,b52,patron,M,,,,,,Foyer,,,,,
250,208,,female,FALSE,,,,,100,b55,patron,C,,,,,,cabaret room,,,,,
211,391,,male,FALSE,,,,,100,b56,patron,K,,,,,,Crystal Room 4,,,,,
273,270,,female,TRUE,,,,,100,b59,non-tipped,,,,,,,cabaret room,,,,,
263,228,,female,FALSE,,,,,100,b60,patron,C,,,,,,cabaret room,,,,,
251,219,,male,FALSE,,,,,100,b61,patron,C,,,,,,cabaret room,,,,,
193,111,,,FALSE,,,,,100,b62,patron,M,,,,,,empire room,,,,,
126,119,,,FALSE,,,,,100,b66,patron,M,,,,,,empire room,,,,,
249,245,,male,FALSE,,,,,100,b67,patron,C,,,,,,cabaret room,,,,,
159,133,,male,FALSE,,b68,4,,100,b68,patron,M,,,,,,empire room,,,,,
189,114,,male,FALSE,,b68,4,,100,b68a,patron,M,,,,,,empire room,,,,,
207,127,,male,FALSE,,b69,4,,100,b69,patron,K,,,,,,empire room,,,,,
126,126,,male,FALSE,,b69,4,,100,b69a,patron,K,,,,,,empire room,,,,,
207,115,,male,FALSE,,,,,100,b71,patron,K,,,,,,empire room,,,,,
156,113,,male,FALSE,,b72,4,,100,b72,patron,M,,,,,,empire room,,,,,
192,125,,male,FALSE,,b72,4,,100,b72a,patron,M,,,,,,empire room,,,,,
204,399,,female,FALSE,,,,,100,b74,patron,K,,,,,,Crystal Room 4,,,,,
193,389,,female,FALSE,,,,,100,b75,patron,M,,,,,,Crystal Room 4,,,,,
297,263,,male,TRUE,,,,,100,b77,contractor,S,,,,,,on stage,,,,,
269,312,,male,FALSE,,b78,4,,100,b78,patron,S,,,,,,cabaret room,,,,,
283,289,,male,FALSE,,b78,4,,100,b78a,patron,S,,,,,,cabaret room,,,,,
262,289,,male,FALSE,,,,,100,b81,patron,GC,,,,,,cabaret room,,,,,
84,47,,female,FALSE,,,,,100,b84,patron,K,,,,,,main dining,,,,,
73,64,,female,FALSE,,,,,100,b84?,patron,S,,,,,,main dining,,,,,
272,318,,female,FALSE,,tristate road runners,2,,100,bb28,patron,d,,tristate road runners table 3,tristate,,,cabaret room,,,,,
271,306,,male,FALSE,,tristate road runners,2,,100,bb29,patron,d,,tristate road runners table 3,tristate,,,cabaret room,,,,,
258,323,,female,FALSE,,tristate road runners,2,,100,be63,patron,,,tristate road runners table 2,tristate,,,cabaret room,,,,,
260,262,,male,FALSE,,tristate road runners,2,,100,be64,patron,,,tristate road runners table 2,tristate,,,cabaret room,,,,,
275,287,,female,FALSE,,tristate road runners,2,,100,be78,patron,,,tristate road runners table 6,tristate,,,cabaret room,,,,,
